                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
122,1.2998,1.73,1.4233,0.42084,0.30621,0.29602,0.18885,1.4117,1.8621,1.4965,0.0020669,0.0020669,0.0020669
123,1.2965,1.7306,1.4224,0.42111,0.30631,0.29631,0.18897,1.4117,1.8614,1.4962,0.0020013,0.0020013,0.0020013
124,1.3012,1.7249,1.4205,0.42299,0.30518,0.29649,0.18914,1.4117,1.861,1.4961,0.0019358,0.0019358,0.0019358
125,1.2977,1.7148,1.4159,0.42192,0.30629,0.2967,0.18928,1.4117,1.8603,1.4958,0.0018702,0.0018702,0.0018702
126,1.2942,1.7068,1.4158,0.42212,0.30605,0.29675,0.18951,1.4116,1.8599,1.4957,0.0018046,0.0018046,0.0018046
127,1.2933,1.7026,1.4162,0.42142,0.3069,0.29706,0.18961,1.4115,1.8592,1.4955,0.0017391,0.0017391,0.0017391
128,1.2956,1.7042,1.4196,0.42016,0.30793,0.29717,0.18983,1.4115,1.859,1.4954,0.0016735,0.0016735,0.0016735
129,1.2841,1.6963,1.4112,0.42014,0.30825,0.29728,0.19002,1.4114,1.8586,1.4953,0.0016079,0.0016079,0.0016079
130,1.2921,1.6948,1.4126,0.41889,0.30917,0.29719,0.19005,1.4113,1.8582,1.4951,0.0015424,0.0015424,0.0015424
131,1.2929,1.6846,1.4101,0.41903,0.30937,0.29755,0.19025,1.4114,1.8578,1.495,0.0014768,0.0014768,0.0014768
132,1.283,1.6902,1.414,0.41986,0.30862,0.29772,0.19037,1.4112,1.8572,1.4948,0.0014113,0.0014113,0.0014113
133,1.2855,1.6803,1.4048,0.41936,0.30847,0.29793,0.1905,1.4111,1.8566,1.4947,0.0013457,0.0013457,0.0013457
134,1.2821,1.6744,1.4066,0.41993,0.30875,0.29806,0.1906,1.4109,1.856,1.4945,0.0012801,0.0012801,0.0012801
135,1.2791,1.6632,1.4055,0.42093,0.30836,0.2983,0.19073,1.4109,1.8555,1.4944,0.0012146,0.0012146,0.0012146
136,1.2796,1.6683,1.4013,0.41901,0.30981,0.29842,0.19083,1.4108,1.8549,1.4943,0.001149,0.001149,0.001149
137,1.2684,1.6532,1.3972,0.41843,0.31202,0.29866,0.19096,1.4107,1.8545,1.4941,0.0010834,0.0010834,0.0010834
138,1.2739,1.659,1.4016,0.41921,0.31188,0.29877,0.19106,1.4106,1.8542,1.494,0.0010179,0.0010179,0.0010179
139,1.2661,1.6471,1.3975,0.42023,0.3114,0.29887,0.19108,1.4106,1.8538,1.494,0.00095232,0.00095232,0.00095232
140,1.2642,1.64,1.3953,0.4177,0.31187,0.29905,0.19122,1.4105,1.8534,1.4938,0.00088675,0.00088675,0.00088675
141,1.2694,1.5383,1.4001,0.41965,0.31191,0.29902,0.19121,1.4103,1.8529,1.4937,0.00082119,0.00082119,0.00082119
142,1.2567,1.5077,1.3942,0.42226,0.31111,0.29939,0.19124,1.4101,1.8526,1.4935,0.00075563,0.00075563,0.00075563
143,1.2502,1.4856,1.3882,0.4235,0.31075,0.29959,0.19141,1.4099,1.8522,1.4934,0.00069007,0.00069007,0.00069007
144,1.2477,1.4833,1.3873,0.42395,0.31028,0.29966,0.19159,1.4096,1.8514,1.4931,0.0006245,0.0006245,0.0006245
145,1.2465,1.4734,1.3888,0.42397,0.31083,0.2997,0.19161,1.4096,1.8511,1.4931,0.00055894,0.00055894,0.00055894
146,1.2451,1.4671,1.3834,0.42371,0.31113,0.29976,0.19161,1.4095,1.8507,1.4931,0.00049338,0.00049338,0.00049338
147,1.2388,1.4638,1.3802,0.42506,0.31102,0.29994,0.19186,1.4094,1.8503,1.493,0.00042781,0.00042781,0.00042781
148,1.2368,1.4558,1.38,0.42547,0.31142,0.30011,0.19199,1.4092,1.8498,1.4929,0.00036225,0.00036225,0.00036225
149,1.2332,1.4483,1.3777,0.42747,0.31002,0.30023,0.19205,1.4093,1.8494,1.4928,0.00029669,0.00029669,0.00029669
150,1.2311,1.4497,1.3774,0.42815,0.30963,0.30061,0.19206,1.4091,1.849,1.4928,0.00023113,0.00023113,0.00023113
