                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                 1.6019,                 2.2818,                 1.6306,                0.27631,                0.20002,                0.16446,                 0.0904,                   1.73,                 2.4546,                 1.7909,              0.0013457,              0.0013457,              0.0013457
                    134,                 1.6045,                 2.2834,                  1.631,                0.27714,                0.20002,                 0.1644,                0.09037,                 1.7299,                 2.4543,                 1.7908,              0.0012801,              0.0012801,              0.0012801
                    135,                 1.5978,                 2.2745,                 1.6313,                 0.2774,                0.20042,                0.16468,                0.09048,                 1.7298,                 2.4541,                 1.7905,              0.0012146,              0.0012146,              0.0012146
                    136,                  1.593,                 2.2776,                 1.6242,                0.27904,                0.19951,                0.16468,                 0.0905,                 1.7298,                 2.4541,                 1.7903,               0.001149,               0.001149,               0.001149
                    137,                 1.5913,                 2.2718,                 1.6229,                0.27715,                0.20101,                0.16462,                0.09046,                 1.7301,                 2.4544,                 1.7903,              0.0010834,              0.0010834,              0.0010834
                    138,                 1.5973,                 2.2689,                 1.6286,                0.27923,                0.19989,                 0.1648,                0.09049,                 1.7303,                 2.4543,                 1.7903,              0.0010179,              0.0010179,              0.0010179
                    139,                 1.5913,                 2.2635,                 1.6296,                0.27782,                0.20099,                0.16482,                0.09056,                 1.7302,                 2.4546,                 1.7902,             0.00095232,             0.00095232,             0.00095232
                    140,                   1.59,                 2.2562,                 1.6242,                0.28014,                0.20002,                0.16506,                 0.0906,                 1.7302,                 2.4546,                 1.7901,             0.00088675,             0.00088675,             0.00088675
                    141,                 1.6587,                 2.2429,                 1.6895,                0.27932,                0.20103,                0.16509,                 0.0906,                 1.7302,                 2.4548,                   1.79,             0.00082119,             0.00082119,             0.00082119
                    142,                 1.6406,                 2.2009,                 1.6808,                 0.2803,                0.20156,                 0.1654,                0.09069,                 1.7299,                 2.4542,                 1.7896,             0.00075563,             0.00075563,             0.00075563
                    143,                  1.629,                 2.1778,                 1.6726,                0.28028,                0.20155,                0.16541,                0.09073,                 1.7298,                 2.4538,                 1.7895,             0.00069007,             0.00069007,             0.00069007
                    144,                 1.6298,                 2.1736,                 1.6759,                0.28075,                0.20126,                0.16541,                0.09076,                 1.7299,                 2.4537,                 1.7897,              0.0006245,              0.0006245,              0.0006245
